wss.1004f30be305f33d28a1548e344f0e2e	0.015031646
wss.75c48c48656afc695a60f8212273313d	0.0069803
wss.75c56eac6eee2a82c04ea93c895f88f6	0.032030353
wss.75ceda9606ede8d2ea98d69e91ba870	0.022929938
wss.75d038b2e42cc897b676666d9f968a7e	*
wss.75d88c8e991457a988d02204aca25f9b	*
wss.75dd1eb981f15ad166ab797924e689f7	0.024070525
wss.75e2e0a1ad943855e2a254e2aa7119d3	0.025701109
wss.75e5e9eaa8181ba1dd06db8a207958f1	0.032469167
wss.75ee2f57bde48b77ff94260eb5345bc1	0.033769434
wss.75f2083ecfb26f4645750c9df44d051d	0.007385122
wss.75f9ad7ded87bffe1bb088904f7cb154	0.049001035
wss.75fb186fe2cd9d2eb1bc1265864958f7	7.59e-04
wss.75fe06475f7b7241920de219c00d1c3b	0.034410957
wss.76005568c6a76385c8f56abbf37ac61c	0.036025398
wss.7600e8f31b6734dc32381107ee7a567e	0.002004718
wss.7602ff5df5b0ed4d2417f90121676f17	0.04819235
wss.760380a1cc56b5e8fb1093b2289b10f	0.002542187
wss.7603ca578be87f24b48d582908a164ed	0.019295098
wss.760b701ed770d0b09ec652821510468	*
wss.760bb845e930b20d3627f4333c06e848	0.021571588
wss.7614b796718a563f7089b3f1b1e8281c	*
wss.761acea752546ee92e6b803d08c94bc8	*
wss.7628e525228e5a2d9a46ec065c01b381	0.007426617
wss.7629a6fffbc4156d46581a3c50671c03	0.027385631
wss.762fbaa6bf5823c21c1ef519b9196b63	0.004786367
wss.76303a81e972048e85cac25b72167160	0.019168651
wss.7634fbdcaa6b304d62c83ac1e3a4ebaa	0.0280088
wss.7635097e3bf7eca6c8b8e89ef3fd32ec	*
wss.7635c709c0c0f17a93680c5a9a367b4a	3.60e-04
wss.76377cf0dc70d027e7abbab3021b6409	0.004713296
wss.76407a4c9b3c15876a39446d05f85019	*
wss.764317425dd7be245715ea578ae09bb6	0.028259053
wss.765afae2c3ba46dacb2a965e75be701c	0.027399417
wss.7669de4a8474b6f4b53857b83094d3a9	0.035020302
wss.766fe076d4cdef8cf0117851f0671fde	0.041845798
wss.7673613e976026b091d53822e4ce8e47	0.025690393
wss.76761f9ba9dc56473fab9f1733a68f6	*
wss.7676ccf2e179725fafbe6ed3c7d019cc	*
wss.767a170b1a756ce716a3c1b576f014b6	*
wss.767c00866be5743933e4fde2bc371944	0.011990534
wss.76846ff860fe13e6b1224520ef42be18	0.005550452
wss.7685495f6e5aac1339a00425b5e3771a	0.002514042
wss.769601fc77fc59161a41a993e415eb29	0.041374067
wss.769e39290e714d19f1783a44a88d6274	0.034547197
wss.769f607f748898c737ac8d648045f9c5	0.025673809
wss.76a476f25daf53b3cf79b998144ad98	*
wss.76a8379c447d3c5fa53cd01ae99b50bd	0.014484547
wss.76aa3022e9df8f657e23950e14415829	*
wss.76bef187c092b6335ff61a3a2a0e2484	0.017516653
wss.76c3b18f04134febc52f71eb5231e856	0.002380899
wss.76c6048ea537ca8f78f998d890758e90	5.07e-04
wss.76cb5a9b7b8dbea99b590f104a4a4c1d	*
wss.76cbf19c43e23a97cadb8b99da46ea55	0.021902869
wss.76d112bb42e575176acd627b0dcb5a1b	0.002026242
wss.76d2877e6aec0cdc594f1d040b5eff5	0.018657013
wss.76e4ce633da40c7c79c6f641119e614e	0.020042801
wss.76e587b4cc7a465ff1783a44a88d6274	*
wss.76fa8afd6eb3a94c37413b2c4368fa55	0.02477344
wss.76fdad0974b86b765e29ce2c9d37b952	0.008458106
wss.76fe3adde9339e36e86faa3d042d8b31	8.69e-05
wss.76ffe67d67948975464e3094da7d844a	0.002054237
wss.770166f2c77c9e7a8b19bfbd24fb3100	0.003152661
wss.7703bc9562f3f6c49ea2992c6693e8ac	*
wss.7704ae4cc43974bfb7d0f3d89bbac230	0.020696322
wss.7704cff5dd17bd82fbae9ce3c3e23f65	*
wss.770bf9d88c7f039227eb00c151c6f711	0.032497667
wss.770df0065c50c19dd884646143528886	0.006049287
wss.77105ec0251d92a8ba13aa51cc141639	0.021635408
wss.7716e367a79b76438d62a5789d0ea8f	0.040540649
wss.771a0b1638955f3946f539968f885949	0.036675708
wss.771aaa27b615f13152160befc6e55f93	*
wss.771b05beb04d651949ba13b9dbf2be2	0.002262403
wss.7721ee80bfa4cbc583ce6bc80d855733	*
wss.772414e86e72e9a5621d5fb4d1552486	0.038396488
wss.772c442cf72ff19b26bedeb92fb6c2f7	0.016941156
wss.772f1ed7779459e8d835a15bbfa33167	0.001406643
wss.77343b3052c4c5d0492d9da2668ec34c	0.039965978
wss.7735a170c78820d725001e1063332759	*
wss.7735d2b98817c8061541581d0732faf4	0.020256894
wss.77380b74bdfbe9fa925639d13e1ed3d4	*
wss.773d0367b2f72ecc1559b474d503379	*
wss.773f9776383591413154b9d0607cd85d	0.048578771
wss.77421f72f41c95cf7975bde6269fee1c	*
wss.7746997b8cfd8d11f4718731863dd64d	0.005521295
wss.77491c6e16cbe9a8ea9b15e3702bc79	*
wss.774fcae246e7ad25c8724d5673a063a6	0.038152389
wss.77509473fab0979dae29bc118c70aa10	*
wss.7752cf724e935382e7e684d25d4dcaf0	0.009220845
wss.775b290dd7fd79ef5d3ed04fca249b56	*
wss.775c1abdf7bee5545dea31ce253437e6	0.03121785
wss.776502db6e2e680e5e4f0d37557f3953	0.001372254
wss.776c1d90caa26feec717db0b9fa09ae6	*
wss.7778506f7d1fc4a6db93252e6cb8fe64	0.030970763
wss.7778d492232d8e54a44340bf227e40	0.020039038
wss.77801d4e3e21c8d31962ed8178fb2189	0.048635094
wss.778064e5834b67fdd1a820ae69ab2e4	0.004298074
wss.7782b896976a6a2ed604593485943196	0.00655114
wss.778404e43b81ee2ba7892e85f7e5ae66	0.006222868
wss.77905cdb377b3c47cb2a965e75be701c	0.028987905
wss.7791dd3bea41677e4212ff51b27f0221	*
wss.7792861e0bdb95a270a43c2d978e502e	1.447276294
wss.7796072d01d00f173d1894dacd1107d7	*
wss.7797e617b7360daf11896682a870a6da	0.004280514
wss.779bf12cde20512935836c728d324152	0.071892469
wss.779d6b7b7fe1568ee3ae124d888fc5c8	*
wss.77a5f0a9129f65ab86dd9c4cee394223	0.043095534
wss.77a878095ec8973da375e397f0227097	0.017648797
wss.77ab49d575c89a263fd0acbaa54efdfa	0.020018631
wss.77b01809c4715c9635061fa405f73f6	*
wss.77b0a777fbeffa5d4061e538ffc8def	*
wss.77b57f3eebab844707cdefe012d0353	0.044667673
wss.77c02e92d5628be59db8ad97fd392b59	0.030520972
wss.77c55aef23f91604a4a0a1e78d057db4	0.01480046
wss.77c5e3e571fede4bb9bacbad78ce9e00	7.31e-04
wss.77c74742e9504005a7d0cc9b15400f65	0.026906878
wss.77cf056c6beffa5e3b6eb1ba4e121206	0.029905217
wss.77d7ffc89cb87064fec50421a6351838	0.037286649
wss.77d8d55ce013146bd4d8765e3910f617	0.017418169
wss.77d8ebc3e3b8eda79f350bb393b2b97b	0.031293299
wss.77ddd857eb3c1460121859336e292a5d	*
wss.77e03976667383c3d810b14a81e12eca	0.024655044
wss.77e8ddc7d00f3cfa85d624cfcd9a37a7	0.027452017
wss.77f27e0a7f278dede3f7a74e12a274ef	3.02e-04
wss.77f661342f397ddeb067d8d23d817c7a	*
wss.77fbfb099946218de7cc0348080803a7	0.012133642
wss.77fcc441a09908f7257cfa25fc15f93f	0.002127582
wss.7806742802bf70784212ff51b27f0221	0.052695906
wss.7807caccf26f7845e5cf802ea0702182	0.015060023
wss.78108371dc5d7337f155df29bb378d8e	0.039684005
wss.7814872586698c7f18b14db3b83de9ff	0.0152485
wss.7817e796056bcba28542f96306060db4	8.02e-04
wss.781823e121fcafb153ddc46160d45cb6	0.003208629
wss.7819d1ccc058cc6fc92b7bf1f92094	0.014556808
wss.781ad5c4c9c25edca85f99dfd711ee10	*
wss.782a7d9a407298e33f217b945a063dd2	*
wss.782d1b2b31e49d372c87fdca69c35961	*
wss.782d9897f5add67ff62a9172c29ee54f	0.005776733
wss.7833d94635b755793adc3470b30138f3	0.023653629
wss.7836a7015159442980360680c1602c7d	0.001002183
wss.784b7bd0a5a0bd5e2a4316b77ba4ebc7	*
wss.78563ea5f6631ac9d151674c6eace6c	*
wss.785a3c6eb0451b9ca7945be67794adc2	*
wss.78645c0e2087dafe7c5dab68fbab1780	*
wss.786491b534a550899f6d1752157820ea	0.160837148
wss.786deee64df4dd13cec8a10ad1c084eb	0.021478195
wss.78704c7d77e34b803283ea69e022bdc8	0.01740397
wss.7877e76ac622330f5688b5e43041beb4	0.002208935
wss.787bd789cf2aab676e0185e256a599cc	0.023365851
wss.787bf704109ef23b89c1825c188af072	3.53e-04
wss.7885f87669b8fbc73f7e27638e63d848	0.021426436
wss.7886fea5f3b313cce8b7617437747e82	0.02001719
wss.78906c8725c06f9327b990c5110f7107	0.010935616
wss.78939da1226d966d980e03c389be3f7c	0.027094018
wss.7899800a75e1ed45c7c51d4ea74651a7	0.032241701
wss.789d5ad7117d70db5f7270ae5fe779de	*
wss.78a2c106969e8513183e40734fb128fb	0.023846904
wss.78a4289961d6befc192b2e218970667e	0.019513403
wss.78a72d794865e0cc35836c728d324152	0.039811759
wss.78a79ff14648266b985620cba44cf716	0.020846553
wss.78ab9744a27cad1eb3ee04e2bcfd53c5	0.027445529
wss.78ae1dd871ef127f9e4965f0106e00d9	0.031197179
wss.78b547f012764038bf7421909bb3502	0.031365547
wss.78bd798a70addbad9c3cb90632bf17f3	0.001238284
wss.78bf97fc414eb8112ea98d69e91ba870	0.026528422
wss.78c6aaab97c897cd78dd615a59de5f05	*
wss.78d63ed70da7a72b12b15725a9f15150	0.001456796
wss.78d6ea220242b9faa44e1dcd7cba301f	*
wss.78e52910789aa0081b1046e0e7b1360	*
wss.78e7b27f68570f3c47dcca01880c200f	0.034510318
wss.78e8937501263abc5b908b0760dafc0c	*
wss.78e9b04051e8f943163142c6f428b2de	0.022857659
wss.78ef41d48086be4f578beb8a8c25e433	0.029628033
wss.78efdbc359aea694f4ce6a9aa07faa7	0.01610965
wss.78f52f765a71f1c289b54dca7e0e5156	7.70e-05
wss.78f7cada44eb62b48bb2194a2a904f7	0.017793334
wss.78f812dd910be1dd5a0e5699b3040a35	0.028548902
wss.78f8bb00a5850aaf81faebbdea6bd9be	0.017849676
wss.78f9f10fde0ae0bcd2673f5dfbf4ce1	0.064153424
wss.78ffdd0f1440161ca7591d4119c4254f	0.023779013
wss.7902e438835292de683651cbc8e49e4f	6.77e-04
wss.790beeb2fd04efb2a19ddfbfbde65ba0	*
wss.790ca934548d4bd55ddaa61dbaf3c3b4	0.071855623
wss.791c488a167bd73f91663a74ccd2338	0.028219345
wss.792427e9b92c4de63b1969d0afef691a	0.04726758
wss.792519dbf24ac586bc85fe2717149e42	*
wss.792839c9e28f5afe4edf4a0df1fbc500	0.009833917
wss.79286f75edf48a5941bb12648ac801b9	0.008040691
wss.7928ba9b466a6f2c4a74f41efb82931	*
wss.792d164e6a059ae8958113d6831abae2	0.023750394
wss.7935f992b9aaa0af46acbc6276ac1286	*
wss.7939c36bce1b68fdeacd651935904db6	0.032334484
wss.793aa6d322f1e31d9c75eb4326997fae	0.009008506
wss.793aeb3e33325c491f4fac9ac5e71796	0.02633538
wss.793d280082f31dae4a44340bf227e40	*
wss.794254b87952feaad0a4a80928262549	0.001923674
wss.7945ee6c692b9b73ad9786f3393fb838	*
wss.795c0788ff34a34a7f181d2694cd239b	*
wss.79615662cfb2b9586db2ac45db35c175	0.034345579
wss.7961d0f612add0cee08bb071746122b9	0.021146825
wss.796ec4d9bc2a67ebac00fd1150223027	0.017148836
wss.79715747432acf1d35836c728d324152	0.033066349
wss.7974e6963eb9c24997ca9487f6ffabb	*
wss.797c2d135094d2898542f96306060db4	0.022024138
wss.797eab90a425ec05ffe8440ffab89d5b	*
wss.7980827afe6dcc9d5c9f85dbd77b175	0.037624548
wss.79815be2cb9b004b1be03639838c9758	0.042602285
wss.7981d1894a5b3c371b92a1339af2f7ce	0.332489728
wss.7984d4980d5b07bceba393d429f71de3	0.028399913
wss.79850e4ff6e43e6b3dfa4373373135f6	0.029904072
wss.79850ee3f51fa260d2383324d48cb302	0.029662121
wss.7987a84c94c628ebc6a4becbc6f010a5	0.030064006
wss.799397068de1ae1c4587d6a85176d7a0	0.025730584
wss.7994dea6d4c93d0780360680c1602c7d	9.63e-04
wss.799500df9a4651106316405f70a8e88b	0.029564373
wss.79a1ba9fcf51b5044f782ac57aea97b	0.017199396
wss.79a7f7c489c2bdbaeca35a8ad0057be2	0.02256219
wss.79abfbd42cb5a78f0985368fed75674	0.011413284
wss.79b216472f277b149120f271d192be1a	*
wss.79bbc3d117f70d60b158ade66cebf744	*
wss.79be636f7f6b66724fde46457697d80	0.008756597
wss.79bf67b1aa72a21bdedcc3ad8d7615b4	*
wss.79bfac0d3320f519bce76ffa122e34f0	*
wss.79c623657fc683a54112e839a470cf05	0.018732711
wss.79ce91c846ce83028c048440ff2c8392	*
wss.79d3e3b0eec3b091232dbd6edd2fe625	0.06401459
wss.79d5aff74dbfa0c2307557ffe40d48d7	0.018317636
wss.79d7db02ced0632381cdf369ef30ed5c	0.030210998
wss.79d9f619472d83a3738e43095496b061	0.035596208
wss.79de1ce81b5e8624cec8a10ad1c084eb	0.020806085
wss.79e8f6734ff0c984da5feafe6f1c8fc	0.026387323
wss.79e9e35532b51f3364d92b3ea57c4f8d	*
wss.79ea8c016f1e31a6cee8a4975a4efb00	*
wss.79ec4c73801b76e0da742f07f7037998	0.476487412
wss.79ef569979791f136f10b4c199f4a16d	0.018722959
wss.79f2bf81b59808e24b06f1d801a1f976	0.041429207
wss.79f81b259e597d168e6da51641e48238	0.021778767
wss.7a0772798520e9e141bb12648ac801b9	*
wss.7a0a4269578ee741adba2821eac2f4fa	0.046281898
wss.7a0b6685a30298fb8ae8d7de284e7d2	0.019626302
wss.7a1516088dddc2539a6c869309041adb	0.011185484
wss.7a153c175a38a736f27259fd28a0e767	*
wss.7a1b95b0372e56d74fde46457697d80	*
wss.7a26d9b4f0de5335e9ea24c5d1a439d2	*
wss.7a296b0db026db4cdcde2c9d75292e6b	0.028784549
wss.7a298158392cf3a2e0ff95ba265fa799	*
wss.7a2a9842c1b880a9bc0a82ff1becb1	0.016600245
wss.7a2d9d3d185cff794b85c79082892df6	0.040871883
wss.7a2f94d95992b5716521d4b69744cc6d	0.042217387
wss.7a3326ec918a44846e3c8a33c4ddf2ef	0.021320206
wss.7a3392340af9ec7b62b600da24e0965	1.60e-04
wss.7a38ec354e2b0abcf4ba8cc95e2927f1	0.014465257
wss.7a3f9539418a3e00208be694d330e44e	4.10e-04
wss.7a4ec53b039f82a31397b32309fe2684	0.036579483
wss.7a59da5b8fef527126400389fa18a999	0.014038313
wss.7a5b6cc34cfb3ab087e847ff3a8836f1	*
wss.7a5e575b58534284be4274edc10c1c8e	0.007511665
wss.7a5fbc08aa5693434eefb62d17049816	0.035249613
wss.7a6388da9d848f88f584e3f372dd1a2d	0.03742602
wss.7a63f2a99f7014bff92a2b9ce39d335f	0.013315575
wss.7a6562b5df95106f2ed963540ca7c600	*
wss.7a6583ff00878904fecb6b716d918a27	0.036059005
wss.7a6b074fec1b8b9c810b27ad0ef73ed	0.00853502
wss.7a7c58beeec719191dd5fe17c881c88	0.004881906
wss.7a80ef6286a660eaa8964943aba888ae	0.002048166
wss.7a820f446d0ac4f9e4e46e7bb593e0e4	0.01743378
wss.7a82cf87328b77b52ed153b7904cd067	0.023979183
wss.7a879852119cf731a866d377a1785e37	1.22e-04
wss.7a88bf1d59c6f0e5e3f7a74e12a274ef	0.020212245
wss.7a892d6b3951124cf004563556ddb36	0.019044393
wss.7a8b1434d4311b7fce0a7b256c8db678	0.013912413
wss.7a914a9c2560e305dd21fbad31cb234b	0.034135494
wss.7a92d499a6f3460a4dc2316a7e66d36	0.027775023
wss.7a971531ff72a48d5706d1c54190f27a	0.020362513
wss.7aa18769bd5d996934d6aa31914c287d	0.016543559
wss.7aa236b0060f8b1bc0a23bec394037a2	*
wss.7aa7bddf854b85eb7a0c22389b8ae1d6	*
wss.7aaf5573892cfe086e6e0f71258e961c	0.033265363
wss.7abc6f3fcabd914157d513bbf87f8d1a	*
wss.7ac2717fe6ae5c67cae4cf5a18bb94c6	0.081375382
wss.7ac2e074329840cfe6fe3612af521500	0.047714798
wss.7ac4110e63d097f38857f7f29fcde7bd	0.025526812
wss.7ac462e36de7e464534f016fc3878f48	*
wss.7ac6a8cad5681c74f779a08caf010e4f	*
wss.7acf14e9b7ee9a7e3f7a74e12a274ef	*
wss.7ad134826824de98d0bef5e87b92b95e	0.029484356
wss.7ad3f75b58b4c170f5304dc8cfbb76e1	0.026808804
wss.7ad53a5ba6f1d0c717557c8fbfdf8aa9	0.012326226
wss.7ad85d1478f03d4f4532b058befb6326	0.044979497
wss.7ad99d8afa9923f62ca4ccaac6a2d1d	0.011373935
wss.7adba7dfdddfc9fa1e78f45ee588fbe5	*
wss.7adcba3784fd125d44175e76dea7eb08	0.002001479
wss.7ae150cce205d5638c4f202fffc87396	0.025353724
wss.7af418de6847137d2ea98d69e91ba870	0.036001084
wss.7afd088a1d8de8377c63f2aa79b81c7	*
wss.7afe57e7d60069cbac51268fdb437a9e	0.015121886
wss.7b0607d10bad125c35836c728d324152	0.031479638
wss.7b0fa7e280d486c7a795a52568a5856	*
wss.7b12801f2f4e5176d28af681b592671c	0.031226021
wss.7b134f6573e7270fb0a79e28606cb167	0.005302561
wss.7b19c2af4dcf3371527321ca1978d4c6	*
wss.7b1a369d5914e01de8c7e647cfdaad28	*
wss.7b1aa17a326177a1fad30cd586639ed2	0.002719648
wss.7b1fc86844257f8fa54fd40ef3a8dfd0	0.003174502
wss.7b209a0bc505e095f7ada7a5f2af3908	*
wss.7b230954a5ad2ff1ec48bc3c478566d	*
wss.7b2d3f47f8aa5ba4d6b6667291101192	0.017786911
wss.7b30c2aba7782fd93c4691e221dfcd0	0.002991314
wss.7b3176e5f95863bfb608120361497e3d	0.037581962
wss.7b333beaf0117b29e64f04d8ec38f5fd	*
wss.7b39100755e9578799284d844aba7576	0.026354674
wss.7b407dedd933e3812f59b845f0db2ab3	0.038173385
wss.7b41e8307e85ab0b87e834be7739917e	0.03551993
wss.7b452cb1acffd9ce4b68d3b17c43658	0.01277871
wss.7b4acb843fd4b0b335836c728d324152	0.034054302
wss.7b518d083d319c044b50b60f24a833ab	0.029921961
wss.7b53493f7944fcf2b691e708071fb777	3.278888398
wss.7b5bae404ed3d8d45284f614a5c1b290	0.077676903
wss.7b5e64fa6d2b5a7ef9883d2fd957d60f	0.019511195
wss.7b622ceefa3aa6ac8abd1da25b776e55	0.02204521
wss.7b639d4422a0e8a7e0ac8f1c9666ae53	0.018815132
wss.7b64b65ec2a93b9ead1b7ca6c5ae26e9	0.003223854
wss.7b7fd40248ee976c391e4d6c585a697a	0.021460283
wss.7b8c22be3c6ceac64e103370a65f182a	0.020544485
wss.7b8cee15c14823463ff936510fe2e02f	9.63e-04
wss.7b8e24c31b7509b6dec3f6fd3a03085e	0.030336121
wss.7b8fc87f055bc4bcd61203bca052c9dc	0.034759547
wss.7b93efc8f4f9a432eab2bd7322386ffd	*
wss.7b97f7b6ba604173fec8ec00010848b3	0.006187028
wss.7b9c420ee683c751ba4eb2e13071b33f	*
wss.7ba8e6b38a8f80af3321831d2245cf06	*
wss.7bab2683b90d3f5a28f880349b6f36d	0.016341135
wss.7bb11fb52bcba8ab68caf5ada882597a	0.033618775
wss.7bb3aeea831aac5d1e344dee9caf75d7	*
wss.7bc8e11ed81dcc2bb988f81609953084	0.00968754
wss.7bd3c233fbc0ff4032fabc956736fde7	*
wss.7bd5744863ce58c9901fed29c825c894	0.014364297
wss.7bdc0aaca74cca86593ebeeedbff73b	0.029087724
wss.7bdcf57ab6d87d0fa3ec37381c9adf46	0.020329053
wss.7bddc990442a3c6ea8ab8175d04e5764	0.044619367
wss.7bf151a073013cf35836c728d324152	0.022283563
wss.7bf27151ab2d3fb634ad88d5a23c1af	8.09e-04
wss.7bf89d4e40ef129debf5869836d37497	0.042797167
wss.7bfd65747ef2494c9164eb4a6a556e70	*
wss.7bfdb7da22e38c4e5b2ecd212557fda0	0.002554421
wss.7bfef1d5b096f81967ec3d19eeb10ea5	0.026794159
wss.7bff4fd4dc53de7496dece3f86cb5dd5	0.048675124
wss.7c032d2cf3a2303244298dba366b34fa	0.030210775
wss.7c046aa4e891d12db4d5883440c97661	*
wss.7c10130e50d27692435807c7a815b457	0.016188975
wss.7c10822c842e6a7e8f5775e8dc375f7b	*
wss.7c12ee6f586b1396acf9f4da62766a60	0.039611996
wss.7c1545baa6fcaeedb9d67c14d6b0b01b	*
wss.7c1c23d6fc6158f34089971de552101c	*
wss.7c1ffbd140326d173b48b1d429349fd1	0.030275364
wss.7c2d4b057950316023cc5830459cc4a2	0.004823643
wss.7c34ca0b886a930aad5067eac75a07f7	0.018386695
wss.7c36992db5fce44ad918a4536f2cd93a	*
wss.7c381f85d3b6e8f46a47bc678e9c8907	0.04278435
wss.7c3b6d0f8b047e2114c06184923f6962	0.045112711
wss.7c4055703da8eca5c8724d5673a063a6	0.059926742
wss.7c5a375035a8b19ce8479ad2eabcbab4	0.02266427
wss.7c62026db397a6e796dc9d1b234bf646	0.022033781
wss.7c6491c7fe65449cd9bdef3310c0e5a6	0.020602166
wss.7c70c85bac433d4798d5fc0473d00a1c	0.044256521
wss.7c7b518b7ce049e648718eb33db1802e	0.009231402
wss.7c859d6a82510859f331732c6f950335	0.038075656
wss.7c8623e6733aff5e9c9fa301b0701837	1.197870376
wss.7c86bd7c6f8ad632d96c3f8fcb1595c6	*
wss.7c86cdecd3b2d29125ebd1cd0b422e32	0.014908458
wss.7c889c3c89dd0933ce2fdea99c5936e8	0.030946511
wss.7c8e56f49fbf49a2e79d181dec16bca	*
wss.7c8f95a393c28a50e25492f5f62d416f	0.024799013
wss.7c8fca60ec0f0d2c43b9eef399a0841d	0.029736485
wss.7c907a3bb4c380081681a637b68c2e0b	0.073117692
wss.7c90fba6cd7f73871c1ef519b9196b63	0.021753286
wss.7c92e64a328f1b968f6cc6fefa15515a	0.02616045
wss.7c93b10745d255f5d810b14a81e12eca	0.023646181
wss.7c93c71c1ca57d5c9c71f681ea4c5bae	0.023189781
wss.7c9a42784e2d80a7cec8a10ad1c084eb	0.021367147
wss.7c9c4ff44dc41a1cd7d3d5179fcf2f79	0.011462032
wss.7c9d5e292e78c65b5298386582afecd3	0.070006723
wss.7c9ebd91cad16031eef0f11c11eb9c67	0.095281601
wss.7ca0731f0d86033fb4d994dea15a7f5d	0.023558728
wss.7ca17c214f18f3e5125d527ffa8d2488	*
wss.7ca9c6d21041051e14dcb97ba059872	0.040494911
wss.7cadb6cf9d282125916bc112690303c9	*
wss.7cb72610b34fb7a64a44340bf227e40	0.037354985
wss.7cbd593e8e7f067864c57e2b52fafb58	*
wss.7cc11810eaa479e177e21aa92afd81b0	2.23e-04
wss.7cc130874942f2132e41f7ed9c5f7eed	*
wss.7cc4096fb7eb6abc6e71174964d90e49	*
wss.7cc4280f24686fd90fec365bc4d6ed0	0.010741454
wss.7cd08de4ee37957e9b750f592cca8f54	*
wss.7cd791ca7e440bed3d1186ce59aba25a	0.028953664
wss.7cda501cac19747c5b085bee75c3436d	0.002587335
wss.7cdeaedb3d00db1ac5a7e71da75d2598	0.020897278
wss.7cf74d1114ac1ea347149ab746f5b1ce	*
wss.7cfec2076ef65fc841aaa56522b5f77e	*
wss.7d160b0422f4fd4c4deb95067ab897a9	0.006314653
wss.7d165c19dd6c26d0ad051cbaee8648e0	0.032521422
wss.7d1f7561729128f41f8d5edb17ddb332	0.040469492
wss.7d254ad4db13305f277b4d8470453cb5	0.030555992
wss.7d369d05b17b14a64b70de55fe867176	0.022703008
wss.7d3a046bb52e6865747629ccf6a7954e	0.001134363
wss.7d3db3949eb65b34391e4d6c585a697a	0.025451402
wss.7d3fc73ccd968863e40d907aaaf9adfd	0.029700342
wss.7d41c6018862dc419d231837a704886d	7.60e-04
wss.7d4a702f45999d343f7e27638e63d848	0.005875752
wss.7d5603952be430d24b0745f0e2ca966f	0.016178029
wss.7d6102f23f51764d2ed4a731510fb423	0.024818718
wss.7d7357d623c95b8b9905b25b16adf523	*
wss.7d77c3a02f507421cc2c25569c203a97	*
wss.7d77f1dd8bcf114ab71c4c06094146e8	0.114494298
wss.7d78e217e0ba160fe2b248b8bb97d290	0.001129832
wss.7d7c70d9948432b6f63049a8accdd3d3	0.019083935
wss.7d882856d472ad7dff59f04994ef1f0c	0.017239827
wss.7d8aebebadbfc7cbcf49ef47efd46295	0.035547286
wss.7d8e6b132c64d909b161f36d4e309050	0.025531808
wss.7d9cab5ecb4df2ef6f6e137db66518b8	*
wss.7d9cb088956a9c4993e60794f9200b7	0.001216808
wss.7d9d9a2bc618759b7b57656ad49daed	0.03679236
wss.7d9f29727e55d2b19eeed882992d9dd	0.032502915
wss.7da05d146efc0b4de32246b3665cd65f	0.033558619
wss.7da673f045d580003321831d2245cf06	*
wss.7dac6c932ca4f2fbb1cbe768f98549bf	0.028232922
wss.7db180197a1ce7f3f7e27638e63d848	0.02435019
wss.7dc2361dac17bf01498dffe5de12eacd	1.22e-04
wss.7dc43431e2d530248b424343280aeccb	0.023110742
wss.7dc586764cf5f8cf492d9da2668ec34c	0.029455716
wss.7dca56442a9756a2e38cad80f0be5c63	*
wss.7dd06a1da48a9bfba63a9d7f761c674d	0.028941492
wss.7dd090ba0a8588a55f7f6f928a280ff1	0.003408966
wss.7ddff124461ac2a95565b6cf6752e734	*
wss.7de3c98d0891b8b6f8d44451ec1ac05	0.009101911
wss.7de7b659b90402dffcb8d8c6d4df8143	0.059070877
wss.7ded2763462c2fd335836c728d324152	0.042416259
wss.7def95fab8d695f135836c728d324152	0.028338097
wss.7defd06ff696410f70a43c2d978e502e	0.030778597
wss.7df09674bc991904c78df40cf2e9097a	4.52e-04
wss.7dff93134eacab3c6903de433de1290e	*
wss.7e06293ec57fa16c3f7e27638e63d848	0.019810451
wss.7e0dd6e52ce37b52f690049a092c5efc	0.006644025
wss.7e16c729ca46258edf97b91559a86781	*
wss.7e2685fb57f7a6593321831d2245cf06	*
wss.7e28cef7acf2af3b1f3c0e430fdc8c63	*
wss.7e2e24fed142bb20310af74324aae27f	0.038752901
wss.7e37b6ae34e9877960ddc468fe733ed1	0.021283978
wss.7e46818e5e81a66ca40f8375a36ffb8e	0.036797063
wss.7e4a9a798139f79f9f6d89bc2f25881b	0.007791951
wss.7e4bcbb1ec27944fe08bcdb812e5e7f3	0.025561947
wss.7e4ce7b6ca373e2fcf48ae153052b71a	0.022873892
wss.7e51491747477812518c91301be6564b	0.046007761
wss.7e54678e8cb1e308df48b491bc38472	*
wss.7e5509aff21560613f7e27638e63d848	0.040243251
wss.7e5e54772c4ee41257b9d31f46754c14	0.093739068
wss.7e68c12da163627dd2856b4dc0e7a482	0.012571604
wss.7e6da49c7615d109e700cd71a04f1214	*
wss.7e759291c2b89db7ad01ec966c80ac91	*
wss.7e7a299660c01b25c762eb31f1f0c676	0.001275327
wss.7e81b5f79e6899cea570c6c691c987a8	0.038519442
wss.7e84f41f630d974f3f7f3ed2c3c690fe	0.028228698
wss.7e8842fdcca102bd3d87a4cb351c368d	*
wss.7e9003327d7053d19a4d7d8c36784d21	0.003462139
wss.7e92c69392d7a7fc3d568330a9f92110	*
wss.7e984643df66189454e185afc91dc396	0.028399625
wss.7ea14163caf9897c3e03fe1112887329	0.010369873
wss.7ea27ed05044031a6fe19ebe291582	0.001716837
wss.7ea4c3a2e779ce3274a9a428079a0374	0.022623939
wss.7eaa6ce69789922292047eb9835bd0ea	0.001678324
